id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,
458,1665956880970293248,"https://twitter.com/kataninalho/statuses/1665956880970293248","https://twitter.com/kataninalho/statuses/1665956880970293248","kataninalho","RT @Anak__Ogi: Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","2023-06-06 01:40:47","Twitter Web App",0,49,"in","","retweet","",0,0,"Anak__Ogi",1356517931887120384,1665923588841676800,1296825042039263232,"https://pbs.twimg.com/profile_images/1559733873788850176/aTDbZiTc_normal.jpg",9384,2001,1560,"2020-08-21 11:02:59","~ Seword TV Host, content creator/writer, digital inspirator ~ 🇲🇨NKRI🇲🇨Bhinneka Tunggal Ika🇮🇩Pancasila🇮🇩","alam semesta","",
459,1665956252311240704,"https://twitter.com/Muslimah_Ps_/statuses/1665956252311240704","https://twitter.com/Muslimah_Ps_/statuses/1665956252311240704","Muslimah_Ps_","RT @Anak__Ogi: Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","2023-06-06 01:38:17","Twitter for Android",0,49,"in","","retweet","",0,0,"Anak__Ogi",1356517931887120384,1665923588841676800,1401010286539071492,"https://pbs.twimg.com/profile_images/1406425686118526981/pCIVcRwr_normal.jpg",5278,796,608,"2021-06-04 22:57:47","","","",
460,1665956135340482560,"https://twitter.com/dcristnugroho/statuses/1665956135340482560","https://twitter.com/dcristnugroho/statuses/1665956135340482560","dcristnugroho","RT @melont_mass: Kayak gini kah gambaran kelakuan @PBIDI ??  Sangat miris,  Berpendidikan tinggi tapi akhlak mines. https://t.co/QY1FpPK8n8","Kayak gini kah gambaran kelakuan @PBIDI ??  Sangat miris,  Berpendidikan tinggi tapi akhlak mines. https://t.co/QY1FpPK8n8","2023-06-06 01:37:49","Twitter for Android",0,2,"in","","retweet","",0,0,"melont_mass",1493203871296290819,1665949140017373184,1395975607347863552,"https://pbs.twimg.com/profile_images/1659439787919671299/tpgYPs1__normal.jpg",72091,4177,4472,"2021-05-22 01:31:59","Indonesia negaraqu Pancasila Ideologiqu #GerakanMERAHPUTIH adalah gerakanqu utk satu Tekad Jaga NKRI","Semarang, Jawa Tengah","",
461,1665955924853530624,"https://twitter.com/Hamdan32329904/statuses/1665955924853530624","https://twitter.com/Hamdan32329904/statuses/1665955924853530624","Hamdan32329904","@ak134r_ @PBIDI BuzzeRp lagi bekerja atas suruhan jujnjungannya?","@ak134r_ @PBIDI BuzzeRp lagi bekerja atas suruhan jujnjungannya?","2023-06-06 01:36:59","Twitter for Android",0,0,"in","","reply","ak134r_",1389188080184090630,1665928229495115776,"",0,0,1146094376524767232,"https://pbs.twimg.com/profile_images/1149878010536812546/debcrgq1_normal.jpg",1625,162,9,"2019-07-02 12:32:47","","","",
462,1665954453852393473,"https://twitter.com/rudysirwi/statuses/1665954453852393473","https://twitter.com/rudysirwi/statuses/1665954453852393473","rudysirwi","@ak134r_ @PBIDI Tapi kenyataannya banyak sekali  yg berpakaian syar\'i begitu bang. Jadi sebetulnya bukan masalah dokter atau bukan dokter nya bang..","@ak134r_ @PBIDI Tapi kenyataannya banyak sekali  yg berpakaian syar\'i begitu bang. Jadi sebetulnya bukan masalah dokter atau bukan dokter nya bang..","2023-06-06 01:31:08","Twitter for Android",1,0,"in","","reply","ak134r_",1389188080184090630,1665928229495115776,"",0,0,1604204021215948800,"https://pbs.twimg.com/profile_images/1604208277721878528/x6XN6tYo_normal.jpg",5252,1894,1556,"2022-12-17 14:57:09","Akun yg lama tumbang..   🇮🇩","Neraka","",
463,1665953077571252225,"https://twitter.com/2lyfa/statuses/1665953077571252225","https://twitter.com/2lyfa/statuses/1665953077571252225","2lyfa","RT @nirwan_anestesi: Yang diperjuangkan oleh Organisasi Profesi itu bukan hanya kepentingan organisasi profesi, tapi lebih dari itu. . DR D…","Yang diperjuangkan oleh Organisasi Profesi itu bukan hanya kepentingan organisasi profesi, tapi lebih dari itu. . DR Dr Beni Satria MH Jubir @PBIDI aksi #StopPembahasanRUUKesehatan https://t.co/i3xBhpNgWV","2023-06-06 01:25:40","Twitter for Android",0,27,"in","","retweet","",0,0,"nirwan_anestesi",103910267,1665920505675931648,1064718062186725376,"https://pbs.twimg.com/profile_images/1484647587148079104/lJZ0kGfF_normal.jpg",5766,383,12,"2018-11-19 22:12:22","Suka Crypto","","",
464,1665952618638880769,"https://twitter.com/supraward/statuses/1665952618638880769","https://twitter.com/supraward/statuses/1665952618638880769","supraward","@ak134r_ @PBIDI Bubarkan saja","@ak134r_ @PBIDI Bubarkan saja","2023-06-06 01:23:50","Twitter for iPhone",2,0,"in","","reply","ak134r_",1389188080184090630,1665928229495115776,"",0,0,1513731555193417729,"https://pbs.twimg.com/profile_images/1530032344941228032/nQfcaPPQ_normal.jpg",6739,209,173,"2022-04-12 00:12:46","Berlomba2 dalam kebaikan","","",
465,1665952005347774465,"https://twitter.com/SamuelHasihol12/statuses/1665952005347774465","https://twitter.com/SamuelHasihol12/statuses/1665952005347774465","SamuelHasihol12","@ak134r_ @PBIDI Spanduk mereka merendahkan martabat mereka, menyedihkan tak mencerminkan keberadaban dan intelektualitas, tak heran orang2 berduit lebih percaya mount elizabeth singapura","@ak134r_ @PBIDI Spanduk mereka merendahkan martabat mereka, menyedihkan tak mencerminkan keberadaban dan intelektualitas, tak heran orang2 berduit lebih percaya mount elizabeth singapura","2023-06-06 01:21:24","Twitter for Android",2,0,"in","","reply","ak134r_",1389188080184090630,1665928229495115776,"",0,0,1564915275119468546,"https://pbs.twimg.com/profile_images/1564987764893880321/LVbkpTtH_normal.jpg",4048,8,40,"2022-08-31 05:57:54","","Kota Malang, Jawa Timur","",
466,1665951543710060544,"https://twitter.com/kideg1/statuses/1665951543710060544","https://twitter.com/kideg1/statuses/1665951543710060544","kideg1","@ak134r_ @PBIDI dokter pening gegara terpapa monyet gurun....😂🤣😂","@ak134r_ @PBIDI dokter pening gegara terpapa monyet gurun....😂🤣😂","2023-06-06 01:19:34","Twitter Web App",0,0,"in","","reply","ak134r_",1389188080184090630,1665928229495115776,"",0,0,1911166333,"https://pbs.twimg.com/profile_images/1620931707838017536/jgzUxCDv_normal.jpg",3072,391,250,"2013-09-27 09:28:11","Pemimpin yg pernah gagal masih di pilih oleh orang orang bodoh,  inilah fenomena capres kadrun. Hayooo jangan mau jadi bagian dari orang orang bodoh.","BANDONG","",
467,1665951540975378432,"https://twitter.com/irwanspog/statuses/1665951540975378432","https://twitter.com/irwanspog/statuses/1665951540975378432","irwanspog","RT @IrzantoYunda: Ada yg bilang, OP tunggal melanggar konstitusi. Ini NGAWUR!! Sudah pernah diuji MK, dg hasil TIDAK bertentangan dg konsti…","Ada yg bilang, OP tunggal melanggar konstitusi. Ini NGAWUR!! Sudah pernah diuji MK, dg hasil TIDAK bertentangan dg konstitusi. @DPR_RI @PKSejahtera  @PDI_Perjuangan @Gerindra @DPP_PKB @NasDem @PDemokrat @PBIDI @depkominfopdgi @DPP_PPNI @IkatanBidan  #TolakRUUKesehatanOmnibuslaw","2023-06-06 01:19:33","Twitter for Android",0,6,"in","","retweet","",0,0,"IrzantoYunda",22256014,1665941555017027585,523417821,"https://pbs.twimg.com/profile_images/1906030874/Indah_normal.jpg",1225,186,127,"2012-03-13 12:26:03","Obstetrician and Gynaecologist","Jakarta, Indonesia","",
468,1665951534507757569,"https://twitter.com/ruangpasienIDN/statuses/1665951534507757569","https://twitter.com/ruangpasienIDN/statuses/1665951534507757569","ruangpasienIDN","Senggol dong... #organisasiprofesidokter #RUUKesehatan #demodokter https://t.co/jE6G9B1iEZ","Senggol dong... #organisasiprofesidokter #RUUKesehatan #demodokter https://t.co/jE6G9B1iEZ","2023-06-06 01:19:32","Twitter for Android",1,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
469,1665951498814226433,"https://twitter.com/ruangpasienIDN/statuses/1665951498814226433","https://twitter.com/ruangpasienIDN/statuses/1665951498814226433","ruangpasienIDN","miris parah miris #organisasiprofesidokter #ruukesehatan #dokterdemo @BaseAnakFK @gregorybudiman @nirwan_anestesi @PBIDI @dokteradib @txtdarijasputih https://t.co/mZ4TQnSL15","miris parah miris #organisasiprofesidokter #ruukesehatan #dokterdemo @BaseAnakFK @gregorybudiman @nirwan_anestesi @PBIDI @dokteradib @txtdarijasputih https://t.co/mZ4TQnSL15","2023-06-06 01:19:23","Twitter for Android",1,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
470,1665951007564763138,"https://twitter.com/tengkorak_maut/statuses/1665951007564763138","https://twitter.com/tengkorak_maut/statuses/1665951007564763138","tengkorak_maut","@PBIDI belajar diman yah.. Pantes orang2 Indonesia banyak yg berobat ke LN,lah kelakuan kle kek gitu sih.. https://t.co/YLR4YImrbD","@PBIDI belajar diman yah.. Pantes orang2 Indonesia banyak yg berobat ke LN,lah kelakuan kle kek gitu sih.. https://t.co/YLR4YImrbD","2023-06-06 01:17:26","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,962473665404129280,"https://pbs.twimg.com/profile_images/1654913551746863105/gQ0UoBy4_normal.jpg",44855,4204,5854,"2018-02-10 18:49:38","Professional and responsible workers who are committed to providing satisfaction to service users and clients","Tuban","",
471,1665950613983883265,"https://twitter.com/ruangpasienIDN/statuses/1665950613983883265","https://twitter.com/ruangpasienIDN/statuses/1665950613983883265","ruangpasienIDN","Gaspol terusss #dukungruukesehatan #sistemkesehatan #ruukesehatan @BaseAnakFK @gregorybudiman @nirwan_anestesi @PBIDI @dokteradib @txtdarijasputih https://t.co/YWNbIgtI36","Gaspol terusss #dukungruukesehatan #sistemkesehatan #ruukesehatan @BaseAnakFK @gregorybudiman @nirwan_anestesi @PBIDI @dokteradib @txtdarijasputih https://t.co/YWNbIgtI36","2023-06-06 01:15:52","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
472,1665949699369750528,"https://twitter.com/Mistersumari/statuses/1665949699369750528","https://twitter.com/Mistersumari/statuses/1665949699369750528","Mistersumari","@ak134r_ @PBIDI Idi dari dulu bung...kemasukan paham itu tuh....","@ak134r_ @PBIDI Idi dari dulu bung...kemasukan paham itu tuh....","2023-06-06 01:12:14","Twitter for Android",0,0,"in","","reply","ak134r_",1389188080184090630,1665928229495115776,"",0,0,59990622,"https://pbs.twimg.com/profile_images/1347158336454631426/l7uo-hb9_normal.jpg",1685,1019,54,"2009-07-25 01:28:26","","Kota Bandung, Jawa Barat","",
473,1665949694303010816,"https://twitter.com/ruangpasienIDN/statuses/1665949694303010816","https://twitter.com/ruangpasienIDN/statuses/1665949694303010816","ruangpasienIDN","Si Paling Bela Rakyat #organisasiprofesidokter #dokterindonesia #dokterdemo @BaseAnakFK @gregorybudiman @nirwan_anestesi @PBIDI @dokteradib @txtdarijasputih https://t.co/Q7n4yI3ldT","Si Paling Bela Rakyat #organisasiprofesidokter #dokterindonesia #dokterdemo @BaseAnakFK @gregorybudiman @nirwan_anestesi @PBIDI @dokteradib @txtdarijasputih https://t.co/Q7n4yI3ldT","2023-06-06 01:12:13","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
474,1665949531098464257,"https://twitter.com/kurniadji97/statuses/1665949531098464257","https://twitter.com/kurniadji97/statuses/1665949531098464257","kurniadji97","@AIADigibuy @dokterparu @BudiGSadikin @KemenkesRI @PBIDI sekalian colek @Metro_TV  @tvOneNews  @RadioElshinta  @e100ss  @SonoraFM92  supaya suara OAT dan ARV minim terpancarkan.","@AIADigibuy @dokterparu @BudiGSadikin @KemenkesRI @PBIDI sekalian colek @Metro_TV  @tvOneNews  @RadioElshinta  @e100ss  @SonoraFM92  supaya suara OAT dan ARV minim terpancarkan.","2023-06-06 01:11:34","Twitter for Android",1,0,"in","","reply","AIADigibuy",1603540919474458624,1665854124741775360,"",0,0,108456311,"https://pbs.twimg.com/profile_images/1665477153889357824/KR-wcAsM_normal.jpg",3813,695,456,"2010-01-25 19:45:11","Learning, Improving, Evoluting. #generalpractitioner #medicaldoctor #medicalvolunteer #neighbourhoodadministrator #cyclist #fossuser.","Jakarta Pusat, DKI Jakarta","",
475,1665949218803154945,"https://twitter.com/Ranger_Ichsan/statuses/1665949218803154945","https://twitter.com/Ranger_Ichsan/statuses/1665949218803154945","Ranger_Ichsan","RT @ZAEffendy: Transformasi kesehatan harusnya prioritaskan masalah kesehatan, terutama di wilayah terpencil; BUKAN dengan #RUUKesehatan ya…","Transformasi kesehatan harusnya prioritaskan masalah kesehatan, terutama di wilayah terpencil; BUKAN dengan #RUUKesehatan yang tidak urgensinya …?! #Indonesia #Nalar  https://t.co/IpzmmhA6Ph","2023-06-06 01:10:20","Twitter for Android",0,199,"in","","retweet","",0,0,"ZAEffendy",129750289,1665646400900681729,1140112536416575488,"https://pbs.twimg.com/profile_images/1640617982010470402/1wact7Ul_normal.jpg",20124,3207,3112,"2019-06-16 00:23:05","Relawan konservasi alam, Rescuers, Adventurer. #GakFollowPorno","","",
476,1665949140017373184,"https://twitter.com/melont_mass/statuses/1665949140017373184","https://twitter.com/melont_mass/statuses/1665949140017373184","melont_mass","Kayak gini kah gambaran kelakuan @PBIDI ??  Sangat miris,  Berpendidikan tinggi tapi akhlak mines. https://t.co/QY1FpPK8n8","Kayak gini kah gambaran kelakuan @PBIDI ??  Sangat miris,  Berpendidikan tinggi tapi akhlak mines. https://t.co/QY1FpPK8n8","2023-06-06 01:10:01","Twitter for Android",2,2,"in","","original","",0,0,"",0,0,1493203871296290819,"https://pbs.twimg.com/profile_images/1649651705615904769/ma4lA2aF_normal.jpg",6954,970,959,"2022-02-14 07:42:12","ubet ben kliwet   https://t.co/4rTOYrV4ji","","",
477,1665948198396116992,"https://twitter.com/SahabatNadlifah/statuses/1665948198396116992","https://twitter.com/SahabatNadlifah/statuses/1665948198396116992","SahabatNadlifah","Saya kira arahan dan sikap Ketum @cakimiNOW ini jelas. #RUUKesehatan akan memperhatikan aspirasi teman-teman Nakes......  #PuskesmasUntukPesantren   https://t.co/Ri6LzYEi1h","Saya kira arahan dan sikap Ketum @cakimiNOW ini jelas. #RUUKesehatan akan memperhatikan aspirasi teman-teman Nakes......  #PuskesmasUntukPesantren   https://t.co/Ri6LzYEi1h","2023-06-06 01:06:16","Twitter for iPhone",0,0,"in","","original","",0,0,"",0,0,1625075615669035008,"https://pbs.twimg.com/profile_images/1652895125763407874/fNwUjoYz_normal.jpg",753,83,71,"2023-02-13 05:15:06","Anggota Komisi IX DPR-RI | Fatayat NU | Muslimat NU | Wakil Rakyat Masyarakat Brebes dan Tegal | #PuskesmasUntukPesantren #sahabatmbanad #sedulurembanad","Jakarta - Brebes - Tegal ","",
478,1665948130481930240,"https://twitter.com/DWiishkey/statuses/1665948130481930240","https://twitter.com/DWiishkey/statuses/1665948130481930240","DWiishkey","RT @ZAEffendy: Transformasi kesehatan harusnya prioritaskan masalah kesehatan, terutama di wilayah terpencil; BUKAN dengan #RUUKesehatan ya…","Transformasi kesehatan harusnya prioritaskan masalah kesehatan, terutama di wilayah terpencil; BUKAN dengan #RUUKesehatan yang tidak urgensinya …?! #Indonesia #Nalar  https://t.co/IpzmmhA6Ph","2023-06-06 01:06:00","Twitter Web App",0,199,"in","","retweet","",0,0,"ZAEffendy",129750289,1665646400900681729,1627543999669235712,"https://pbs.twimg.com/profile_images/1627545730637524992/CQvfsTjm_normal.jpg",1015,311,48,"2023-02-20 00:42:46","","","",
479,1665947168111497216,"https://twitter.com/djoko_lelur_kw/statuses/1665947168111497216","https://twitter.com/djoko_lelur_kw/statuses/1665947168111497216","djoko_lelur_kw","RT @Anak__Ogi: Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","2023-06-06 01:02:11","Twitter for Android",0,49,"in","","retweet","",0,0,"Anak__Ogi",1356517931887120384,1665923588841676800,801251310184046592,"https://pbs.twimg.com/profile_images/1544390113119150080/ruca8NK3_normal.jpg",24139,1810,878,"2016-11-22 21:29:33","","","",
480,1665946076321562625,"https://twitter.com/misacavoex/statuses/1665946076321562625","https://twitter.com/misacavoex/statuses/1665946076321562625","misacavoex","RT @ZAEffendy: Transformasi kesehatan harusnya prioritaskan masalah kesehatan, terutama di wilayah terpencil; BUKAN dengan #RUUKesehatan ya…","Transformasi kesehatan harusnya prioritaskan masalah kesehatan, terutama di wilayah terpencil; BUKAN dengan #RUUKesehatan yang tidak urgensinya …?! #Indonesia #Nalar  https://t.co/IpzmmhA6Ph","2023-06-06 00:57:51","Twitter for Android",0,199,"in","","retweet","",0,0,"ZAEffendy",129750289,1665646400900681729,1600669638815195136,"https://pbs.twimg.com/profile_images/1600669895573655552/zpC4wBo-_normal.png",1356,13,3,"2022-12-07 20:53:36","","","",
481,1665945478515789825,"https://twitter.com/BothakKirno/statuses/1665945478515789825","https://twitter.com/BothakKirno/statuses/1665945478515789825","BothakKirno","RT @Anak__Ogi: Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","2023-06-06 00:55:28","Twitter Web App",0,49,"in","","retweet","",0,0,"Anak__Ogi",1356517931887120384,1665923588841676800,1319928292640575489,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",14622,1175,351,"2020-10-24 05:07:07","","","",
482,1665944735691988993,"https://twitter.com/PutraWTF/statuses/1665944735691988993","https://twitter.com/PutraWTF/statuses/1665944735691988993","PutraWTF","RT @nirwan_anestesi: Yang diperjuangkan oleh Organisasi Profesi itu bukan hanya kepentingan organisasi profesi, tapi lebih dari itu. . DR D…","Yang diperjuangkan oleh Organisasi Profesi itu bukan hanya kepentingan organisasi profesi, tapi lebih dari itu. . DR Dr Beni Satria MH Jubir @PBIDI aksi #StopPembahasanRUUKesehatan https://t.co/i3xBhpNgWV","2023-06-06 00:52:31","Twitter for Android",0,27,"in","","retweet","",0,0,"nirwan_anestesi",103910267,1665920505675931648,1008399271710711810,"https://pbs.twimg.com/profile_images/1330124109678858244/MlPqQ8QN_normal.jpg",8707,880,174,"2018-06-17 13:21:36","","","",
483,1665944295604654080,"https://twitter.com/eon0108/statuses/1665944295604654080","https://twitter.com/eon0108/statuses/1665944295604654080","eon0108","RT @Anak__Ogi: Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","2023-06-06 00:50:46","Twitter for Android",0,49,"in","","retweet","",0,0,"Anak__Ogi",1356517931887120384,1665923588841676800,3743521452,"https://pbs.twimg.com/profile_images/1405765178071810059/97JEt0Yy_normal.jpg",3550,97,74,"2015-09-30 23:18:59","","DKI Jakarta, Indonesia","",
484,1665944151668715520,"https://twitter.com/okeeko9/statuses/1665944151668715520","https://twitter.com/okeeko9/statuses/1665944151668715520","okeeko9","Itu gara2 @PBIDI pada jadi kadrun... Jadi anggotanya ngadrun semua https://t.co/j0dITIg2mk","Itu gara2 @PBIDI pada jadi kadrun... Jadi anggotanya ngadrun semua https://t.co/j0dITIg2mk","2023-06-06 00:50:12","Twitter for Android",0,0,"in","Nakes mengancam akan memberhentikan layanan jika pembahasan RUU Kesehatan masih dilanjutkan. Wakil ketua Komisi IX DPR beri imbauan ini. https://t.co/rd6SijLFUC","quote","detikcom",69183155,1665943346475577344,"",0,0,798984491544915968,"https://pbs.twimg.com/profile_images/1504255203021029379/jFVuc3s0_normal.jpg",13433,660,300,"2016-11-16 15:22:02","","","",
485,1665944147050758144,"https://twitter.com/Pr0f1t120n1/statuses/1665944147050758144","https://twitter.com/Pr0f1t120n1/statuses/1665944147050758144","Pr0f1t120n1","RT @nirwan_anestesi: Yang diperjuangkan oleh Organisasi Profesi itu bukan hanya kepentingan organisasi profesi, tapi lebih dari itu. . DR D…","Yang diperjuangkan oleh Organisasi Profesi itu bukan hanya kepentingan organisasi profesi, tapi lebih dari itu. . DR Dr Beni Satria MH Jubir @PBIDI aksi #StopPembahasanRUUKesehatan https://t.co/i3xBhpNgWV","2023-06-06 00:50:11","Twitter for Android",0,27,"in","","retweet","",0,0,"nirwan_anestesi",103910267,1665920505675931648,1604248785886285825,"https://pbs.twimg.com/profile_images/1604250233009209344/z9yqyNxX_normal.jpg",3630,402,91,"2022-12-17 17:55:26","nyari sahabat lagi","","",
486,1665943886970384384,"https://twitter.com/dr_yurika/statuses/1665943886970384384","https://twitter.com/dr_yurika/statuses/1665943886970384384","dr_yurika","RT @IrzantoYunda: Ada yg bilang, OP tunggal melanggar konstitusi. Ini NGAWUR!! Sudah pernah diuji MK, dg hasil TIDAK bertentangan dg konsti…","Ada yg bilang, OP tunggal melanggar konstitusi. Ini NGAWUR!! Sudah pernah diuji MK, dg hasil TIDAK bertentangan dg konstitusi. @DPR_RI @PKSejahtera  @PDI_Perjuangan @Gerindra @DPP_PKB @NasDem @PDemokrat @PBIDI @depkominfopdgi @DPP_PPNI @IkatanBidan  #TolakRUUKesehatanOmnibuslaw","2023-06-06 00:49:09","Twitter for Android",0,6,"in","","retweet","",0,0,"IrzantoYunda",22256014,1665941555017027585,1098044609320542208,"https://pbs.twimg.com/profile_images/1659700609476603908/25I0JMif_normal.jpg",6008,194,4107,"2019-02-19 21:20:10","MD@FKUA_clinicalmicrobiologist@FKUI_ASNpemprovjatim","Madiun, Indonesia","",
487,1665942713102106625,"https://twitter.com/Bro_Mbul/statuses/1665942713102106625","https://twitter.com/Bro_Mbul/statuses/1665942713102106625","Bro_Mbul","RT @Anak__Ogi: Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","2023-06-06 00:44:29","Twitter for Android",0,49,"in","","retweet","",0,0,"Anak__Ogi",1356517931887120384,1665923588841676800,393187515,"https://pbs.twimg.com/profile_images/1663367971820175361/5jFmha7g_normal.jpg",12109,6076,8035,"2011-10-18 00:40:36","”The care of human life & happiness, and not their destruction, is the first and only object of good government.” intinya begitu... #NKRI #UU45 #Pancasila","East Borneo, Indonesia","",
488,1665942700565344256,"https://twitter.com/Ryan_EPM/statuses/1665942700565344256","https://twitter.com/Ryan_EPM/statuses/1665942700565344256","Ryan_EPM","RT @IrzantoYunda: Ada yg bilang, OP tunggal melanggar konstitusi. Ini NGAWUR!! Sudah pernah diuji MK, dg hasil TIDAK bertentangan dg konsti…","Ada yg bilang, OP tunggal melanggar konstitusi. Ini NGAWUR!! Sudah pernah diuji MK, dg hasil TIDAK bertentangan dg konstitusi. @DPR_RI @PKSejahtera  @PDI_Perjuangan @Gerindra @DPP_PKB @NasDem @PDemokrat @PBIDI @depkominfopdgi @DPP_PPNI @IkatanBidan  #TolakRUUKesehatanOmnibuslaw","2023-06-06 00:44:26","Twitter for iPhone",0,6,"in","","retweet","",0,0,"IrzantoYunda",22256014,1665941555017027585,73043811,"https://pbs.twimg.com/profile_images/2816553579/347e4e2a54939acd101901da82e6ac9f_normal.jpeg",44021,706,819,"2009-09-10 00:47:44","Medical Doctor.. ORL-HNS Specialist (ENT).. enterpreneur n Ordinary People..","Padang, Sumatera Barat, Indone","",
489,1665942482679664642,"https://twitter.com/_Muslimah_id/statuses/1665942482679664642","https://twitter.com/_Muslimah_id/statuses/1665942482679664642","_Muslimah_id","RT @Anak__Ogi: Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","Syar\'ikan dulu otakmu!!!  Pakaian rohani kelakuan roh halus. Beleng-beleng. @PBIDI https://t.co/b9byEvGSur","2023-06-06 00:43:34","Twitter for Android",0,49,"in","","retweet","",0,0,"Anak__Ogi",1356517931887120384,1665923588841676800,1400999406481018881,"https://pbs.twimg.com/profile_images/1617489832498057222/9g_SmDPl_normal.jpg",5989,1249,1057,"2021-06-04 22:14:36","Pejuang NKRI","","",
490,1665941900782886913,"https://twitter.com/rudisarupa/statuses/1665941900782886913","https://twitter.com/rudisarupa/statuses/1665941900782886913","rudisarupa","@ak134r_ @PBIDI Liat aja akun idi jakpus ini, yang mereka ikutin para pendukung anies dan yang nyinyir ke perintah. Mis: said didu, lijal lamli bahkan si panca demokrat dan si maudy kasmaran sama si pinky 😂😂.. Jadi udah taulah. https://t.co/ZKXHXXUHaV","@ak134r_ @PBIDI Liat aja akun idi jakpus ini, yang mereka ikutin para pendukung anies dan yang nyinyir ke perintah. Mis: said didu, lijal lamli bahkan si panca demokrat dan si maudy kasmaran sama si pinky 😂😂.. Jadi udah taulah. https://t.co/ZKXHXXUHaV","2023-06-06 00:41:15","Twitter for Android",2,0,"in","","reply","ak134r_",1389188080184090630,1665928229495115776,"",0,0,114154494,"https://pbs.twimg.com/profile_images/1297902298555793408/8f8Z_65A_normal.jpg",11655,2622,1908,"2010-02-14 04:52:10","","","",
491,1665941555017027585,"https://twitter.com/IrzantoYunda/statuses/1665941555017027585","https://twitter.com/IrzantoYunda/statuses/1665941555017027585","IrzantoYunda","Ada yg bilang, OP tunggal melanggar konstitusi. Ini NGAWUR!! Sudah pernah diuji MK, dg hasil TIDAK bertentangan dg konstitusi. @DPR_RI @PKSejahtera  @PDI_Perjuangan @Gerindra @DPP_PKB @NasDem @PDemokrat @PBIDI @depkominfopdgi @DPP_PPNI @IkatanBidan  #TolakRUUKesehatanOmnibuslaw","Ada yg bilang, OP tunggal melanggar konstitusi. Ini NGAWUR!! Sudah pernah diuji MK, dg hasil TIDAK bertentangan dg konstitusi. @DPR_RI @PKSejahtera  @PDI_Perjuangan @Gerindra @DPP_PKB @NasDem @PDemokrat @PBIDI @depkominfopdgi @DPP_PPNI @IkatanBidan  #TolakRUUKesehatanOmnibuslaw","2023-06-06 00:39:53","Twitter for Android",9,6,"in","","original","",0,0,"",0,0,22256014,"https://pbs.twimg.com/profile_images/1636637653109215232/fiYabEf9_normal.jpg",3742,740,773,"2009-02-28 08:46:36","Rakyat Indonesia","ÜT: -0.979515,117.045318","",
